// Converted from IBM/Eloquence SPR-style dictionary. Review before installing.
// Format: word<TAB>[[eSpeak phonemes]]
toxicodermatitises	[[,tA:ks@koU,d3:m@'tIt@,ti:z]]	// Eloquence: .2tak.0sX.0ko.2dR.0mx.1tI.0FX.2Fiz
toxicodermatitides	[[,tA:ks@koU,d3:m@'tIt@,ti:z]]	// Eloquence: .2tak.0sX.0ko.2dR.0mx.1tI.0FX.2Fiz
urticariogenic	[[,3:t@,kari:@'dZEn@k]]	// Eloquence: .2R.0tX.2kA.0ri.0x.1JE.0nXk
novachord	[['noUv@,kO:rd]]	// Eloquence: .1no.0vx.2kcrd
propanone	[['proUp@,noUn]]	// Eloquence: .1pro.0px.2non
propantheline	[[,proU'panT@,li:n]]	// Eloquence: .2pro.1pAn.0Tx.2lin
propenyl	[['proUp@n@l]]	// Eloquence: .1pro.0pX.0nxl
properitoneal	[[,proU,peIr@t@n'ni:@l]]	// Eloquence: .2pro.2per.0X.0?N.1ni.0xl
propiolactone	[[,proU,pi:oU'lak,toUn]]	// Eloquence: .2pro.2pi.0o.1lAk.2ton
propiomazine	[[,proUpi:'oUm@,zi:n]]	// Eloquence: .2pro.0pi.1o.0mx.2zin
sulfasalazine	[[,sVlf@'sal@,zi:n]]	// Eloquence: .2sHl.0fx.1sAl.0x.2zin
zine	[['zi:n]]	// Eloquence: .1zin
apriplum	[['eIpr@,plVm]]	// Eloquence: .1e.0prX.2plHm
aprium	[['eIpri:@m]]	// Eloquence: .1e.0pri.0xm
aroint	[[@'rOInt]]	// Eloquence: .0x.1rOnt
beshit	[[b@'SIt]]	// Eloquence: .0bX.1SIt
beshat	[[b@'Sat]]	// Eloquence: .0bX.1SAt
besmocked	[[b@'smA:kt]]	// Eloquence: .0bX.1smakt
besmog	[[b@'smA:g]]	// Eloquence: .0bX.1smag
besmudge	[[b@'smVdZ]]	// Eloquence: .0bX.1smHJ
besprent	[[b@'sprEnt]]	// Eloquence: .0bX.1sprEnt
bespoil	[[b@'spOIl]]	// Eloquence: .0bX.1spOl
cumquat	[['kVm,kwA:t]]	// Eloquence: .1kHm.2kwat
damson	[['damz@n]]	// Eloquence: .1dAm.0zxn
goosegog	[['gu:s,gA:g]]	// Eloquence: .1gus.2gag
papaw	[['pO:,pO:]]	// Eloquence: .1pc.2pc
physalis	[['faIs@l@s]]	// Eloquence: .1fY.0sx.0lXs
plumcot	[['plVm,kA:t]]	// Eloquence: .1plHm.2kat
pluot	[['plu:,A:t]]	// Eloquence: .1plu.2at
prezista	[[pr@'zIst@]]	// Eloquence: .0prX.1zI.0stx
sweetsop	[['swi:t,sA:p]]	// Eloquence: .1swit.2sap
dasima	[['das@m@]]	// Eloquence: .1dA.0sX.0mx
oncocytoma	[[,A:Nk@saI'toUm@]]	// Eloquence: .2aG.0kx.0sY.1to.0mx
oncocytomata	[[,A:Nk@saI'toUm@t@]]	// Eloquence: .2aG.0kx.0sY.1to.0mx.0Fx
oncofertility	[[,A:Nk@f3:'tIl@ti:]]	// Eloquence: .2aG.0kx.0fR.1tIl.0X.0Fi
oncofetal	[[,A:Nk@'fi:t@l]]	// Eloquence: .2aG.0kx.1fi.0Fxl
oncofoetal	[[,A:Nk@'fi:t@l]]	// Eloquence: .2aG.0kx.1fi.0Fxl
onchocercoma	[[,A:Nk@s3:'koUm@]]	// Eloquence: .2aG.0kx.0sR.1ko.0mx
onchocercosis	[[,A:nk@s3:'koUs@s]]	// Eloquence: .2an.0kx.0sR.1ko.0sXs
onchocercoses	[[,A:nk@s3:'koUsi:z]]	// Eloquence: .2an.0kx.0sR.1ko.0siz
onchosphere	[['A:Nk@s,fi:r]]	// Eloquence: .1aG.0kXs.2fir
oneirism	[[,oU'naI,rIz@m]]	// Eloquence: .2o.1nY.2rI.0zxm
onglyza	[[,A:N'glaIz@]]	// Eloquence: .2aG.1glY.0zx
saltpetre	[[,sO:lt'pi:t3:]]	// Eloquence: .2sclt.1pi.0FR
witlof	[['wIt,lu:f]]	// Eloquence: .1wIt.2luf
dürrenmatt	[['dUr@n,mA:t]]	// Eloquence: .1dU.0rxn.2mat
homeothermies	[['hoUmi:@,T3:mi:z]]	// Eloquence: .1ho.0mi.0x.2TR.0miz
moexipril	[[,moU'Eks@pr@l]]	// Eloquence: .2mo.1Ek.0sX.0prxl
mogigraphia	[[,mA:dZ@'grafi:@]]	// Eloquence: .2ma.0JX.1grA.0fi.0x
reichert	[['raIk3:t]]	// Eloquence: .1rY.0kRt
sigar	[[s@'gA:r]]	// Eloquence: .0sX.1gar
tastee	[['teIsti:]]	// Eloquence: .1te.0sti
toluse	[['toUlu:]]	// Eloquence: .1to.0lu
unicentric	[[,ju:n@'sEntr@k]]	// Eloquence: .2yu.0nX.1sEn.0trXk
uniflagellate	[[,ju:n@'fladZ@l@t]]	// Eloquence: .2yu.0nX.1flA.0JX.0lXt
unifocal	[[,ju:n@'foUk@l]]	// Eloquence: .2yu.0nX.1fo.0kxl
unihertz	[['ju:n@,h3:ts]]	// Eloquence: .1yu.0nX.2hRts
unilamellar	[[,ju:n@l@'mEl3:]]	// Eloquence: .2yu.0nX.0lx.1mE.0lR
uninephrectomy	[[,ju:n@n@'frEkt@mi:]]	// Eloquence: .2yu.0nX.0nX.1frEk.0tx.0mi
uninephrectomies	[[,ju:n@n@'frEkt@mi:z]]	// Eloquence: .2yu.0nX.0nX.1frEk.0tx.0miz
uninephrectomized	[[,ju:n@n@'frEkt@,maIzd]]	// Eloquence: .2yu.0nX.0nX.1frEk.0tx.2mYzd
uninephrectomised	[[,ju:n@n@'frEkt@,maIzd]]	// Eloquence: .2yu.0nX.0nX.1frEk.0tx.2mYzd
uniocular	[[,ju:ni:'A:kj@l3:]]	// Eloquence: .2yu.0ni.1a.0kyX.0lR
uniovular	[[,ju:ni:'A:vj@l3:]]	// Eloquence: .2yu.0ni.1a.0vyX.0lR
unipara	[[j@'nIp@r@]]	// Eloquence: .0yx.1nI.0pxr.0x
uniparas	[[j@'nIp@r@z]]	// Eloquence: .0yx.1nI.0pxr.0xz
uniparae	[[j@'nIp@ri:]]	// Eloquence: .0yx.1nI.0pxr.0i
uniparental	[[,ju:n@p@'rEnt@l]]	// Eloquence: .2yu.0nX.0px.1rEn.0txl
uniparentally	[[,ju:n@p@'rEnt@li:]]	// Eloquence: .2yu.0nX.0px.1rEn.0tx.0li
unipennate	[[,ju:n@'pE,neIt]]	// Eloquence: .2yu.0nX.1pE.2net
unitage	[['ju:n@t@dZ]]	// Eloquence: .1yu.0nX.0FXJ
univasc	[['ju:n@,vask]]	// Eloquence: .1yu.0nX.2vAsk
unna	[['u:n@]]	// Eloquence: .1u.0nx
uninomial	[[,ju:n@'noUmi:@l]]	// Eloquence: .2yu.0nX.1no.0mi.0xl
uninominal	[[,ju:n@'nA:m@n@l]]	// Eloquence: .2yu.0nX.1na.0mX.0nxl
cryptoart	[['krIptoU,A:rt]]	// Eloquence: .1krIp.0to.2art
cryptoeconomic	[[,krIptoU,i:k@'nA:m@k]]	// Eloquence: .2krIp.0to.2i.0kx.1na.0mXk
etherscan	[['i:T3:,skan]]	// Eloquence: .1i.0TR.2skAn
mimblewimble	[['mImb@l,wImb@l]]	// Eloquence: .1mIm.0bxl.2wIm.0bxl
rugpull	[['rVg,pUl]]	// Eloquence: .1rHg.2pUl
tokenomics	[[,toUk@'nA:m@ks]]	// Eloquence: .2to.0kX.1na.0mXks
blockscan	[['blA:k,skan]]	// Eloquence: .1blak.2skAn
lithotripsy	[['lIT@,trIpsi:]]	// Eloquence: .1lI.0Tx.2trIp.0si
lithotripter	[['lIT@,trIpt3:]]	// Eloquence: .1lI.0Tx.2trIp.0tR
lithotriptor	[['lIT@,trIpt3:]]	// Eloquence: .1lI.0Tx.2trIp.0tR
agribiz	[['agr@,bIz]]	// Eloquence: .1A.0grX.2bIz
agriproduct	[['agr@,prA:t@kt]]	// Eloquence: .1A.0grX.2pra.0FXkt
firaq	[[f@'rA:k]]	// Eloquence: .0fX.1rak
rosmarie	[['roUzm@ri:]]	// Eloquence: .1roz.0mxr.0i
torricelli	[[,tO:r@'tSEli:]]	// Eloquence: .2tcr.0X.1CE.0li
minelayer	[['maIn,leI3:]]	// Eloquence: .1mYn.2le.0R
mineowner	[['maIn,oUn3:]]	// Eloquence: .1mYn.2o.0nR
policyowner	[['pA:l@si:,oUn3:]]	// Eloquence: .1pal.0X.0si.2o.0nR
chaon	[['SO:n]]	// Eloquence: .1Scn
elyse	[[@'li:z]]	// Eloquence: .0X.1liz
jankowicz	[['dZaNk@w@ts]]	// Eloquence: .1JAG.0kx.0wXts
lipez	[[l@'pEz]]	// Eloquence: .0lX.1pEz
morpholine	[['mO:rf@,li:n]]	// Eloquence: .1mcr.0fx.2lin
morphophysiology	[[,mO:rfoU,fIzi:'A:l@dZi:]]	// Eloquence: .2mcr.0fo.2fI.0zi.1al.0x.0Ji
morphophysiological	[[,mO:rfoU,fIzi:@'lA:dZ@k@l]]	// Eloquence: .2mcr.0fo.2fI.0zi.0x.1la.0JX.0kxl
manoeuvrability	[[m@,nu:v3:@'bIl@ti:]]	// Eloquence: .0mx.2nu.0vR.0x.1bIl.0X.0Fi
satnav	[['sat,nav]]	// Eloquence: .1sAt.2nAv
ulez	[['ju:,lEz]]	// Eloquence: .1yu.2lEz
webchat	[['wEb,tSat]]	// Eloquence: .1wEb.2CAt
amouage	[[,am'wA:Z]]	// Eloquence: .2Am.1waZ
croupier	[['kru:pi:eI]]	// Eloquence: .1kru.0pi.0e
mojito	[[m@'hi:toU]]	// Eloquence: .0mx.1hi.0Fo
recouple	[[,ri:'kVp@l]]	// Eloquence: .2ri.1kH.0pxl
almirah	[[,al'maIr@]]	// Eloquence: .2Al.1mYr.0x
apec	[['eI,pEk]]	// Eloquence: .1e.2pEk
beatmatch	[['bi:t,matS]]	// Eloquence: .1bit.2mAC
bedsit	[['bEd,sIt]]	// Eloquence: .1bEd.2sIt
bothy	[['bA:Ti:]]	// Eloquence: .1ba.0Ti
breathalyse	[['brET@,laIz]]	// Eloquence: .1brE.0Tx.2lYz
dione	[[,daI'oUni:]]	// Eloquence: .2dY.1o.0ni
frogspawn	[['frA:g,spO:n]]	// Eloquence: .1frag.2spcn
heifer	[['hEf3:]]	// Eloquence: .1hE.0fR
laserdisc	[['leIz3:,dIsk]]	// Eloquence: .1le.0zR.2dIsk
machair	[['mA:k3:]]	// Eloquence: .1ma.0kR
menadione	[[,mEn@'daI,oUn]]	// Eloquence: .2mE.0nx.1dY.2on
menaphthone	[[m@'naf,ToUn]]	// Eloquence: .0mX.1nAf.2Ton
monofil	[['mA:n@,fIl]]	// Eloquence: .1ma.0nx.2fIl
monogony	[[m@'nA:g@ni:]]	// Eloquence: .0mx.1na.0gx.0ni
monogonies	[[m@'nA:g@ni:z]]	// Eloquence: .0mx.1na.0gx.0niz
monophthongize	[['mA:n@f,TO:N,aIz]]	// Eloquence: .1ma.0nxf.2TcG.2Yz
monophthongization	[[,mA:n@f,TO:N@'zeIS@n]]	// Eloquence: .2ma.0nxf.2TcG.0X.1ze.0Sxn
photofit	[['foUt@,fIt]]	// Eloquence: .1fo.0Fx.2fIt
photofits	[['foUt@,fIts]]	// Eloquence: .1fo.0Fx.2fIts
plastician	[[,pla'stIS@n]]	// Eloquence: .2plA.1stI.0Sxn
ruether	[['ru:T3:]]	// Eloquence: .1ru.0TR
schreiber	[['SraIb3:]]	// Eloquence: .1SrY.0bR
spiritbox	[['spi:r@t,bA:ks]]	// Eloquence: .1spi.0rXt.2baks
telesales	[['tEl@,seIlz]]	// Eloquence: .1tEl.0X.2selz
videofit	[['vIti:oU,fIt]]	// Eloquence: .1vI.0Fi.0o.2fIt
whistlestop	[['wIs@ls,tA:p]]	// Eloquence: .1wI.0sxls.2tap
agin	[[@'gIn]]	// Eloquence: .0x.1gIn
agincourt	[['adZ@n,kO:rt]]	// Eloquence: .1A.0JXn.2kcrt
chlorellin	[[klO:'rEl@n]]	// Eloquence: .0klc.1rE.0lXn
chloroguanide	[[,klO:r@'gwA:,naId]]	// Eloquence: .2klc.0rx.1gwa.2nYd
chlorguanide	[[,klO:r'gwA:,naId]]	// Eloquence: .2klcr.1gwa.2nYd
chloroleukemia	[[,klO:roU,lu:'ki:mi:@]]	// Eloquence: .2klcr.0o.2lu.1ki.0mi.0x
chloroleukaemia	[[,klO:roU,lu:'ki:mi:@]]	// Eloquence: .2klcr.0o.2lu.1ki.0mi.0x
chloromata	[[kl@'roUm@t@]]	// Eloquence: .0klx.1ro.0mx.0Fx
chloropsia	[[kl@'rA:psi:@]]	// Eloquence: .0klx.1rap.0si.0x
chlorothymol	[[,klO:r@'TaI,mO:l]]	// Eloquence: .2klc.0rx.1TY.2mcl
chlorotrianisene	[[,klO:r@,traI'an@,si:n]]	// Eloquence: .2klc.0rx.2trY.1A.0nX.2sin
chloroxylenol	[[,klO:roU'zaIl@,nO:l]]	// Eloquence: .2klcr.0o.1zY.0lX.2ncl
chlorthalidone	[[,klO:r'Tal@,doUn]]	// Eloquence: .2klcr.1TAl.0X.2don
hygroton	[['haIgr@,tA:n]]	// Eloquence: .1hY.0grx.2tan
nanocomputer	[['nanoUk@m,pju:t3:]]	// Eloquence: .1nA.0no.0kxm.2pyu.0FR
tenkeyless	[['tEN,ki:l@s]]	// Eloquence: .1tEG.2ki.0lXs
transvase	[[,tranz'veIs]]	// Eloquence: .2trAnz.1ves
cryptocalypse	[[,krIp'tA:k@l@ps]]	// Eloquence: .2krIp.1ta.0kx.0lXps
cryptopocalypse	[[,krIpt@'pA:k@l@ps]]	// Eloquence: .2krIp.0tx.1pa.0kx.0lXps
fatar	[[f@'tA:r]]	// Eloquence: .0fx.1tar
glucosyltransferase	[[,glu:k@s@l'transf@,reIs]]	// Eloquence: .2glu.0kx.0sxl.1trAns.0fx.2res
glucovance	[['glu:k@,vans]]	// Eloquence: .1glu.0kx.2vAns
glucuronidase	[[,glu:kj@'rA:n@,deIs]]	// Eloquence: .2glu.0kyx.1ra.0nX.2des
glutaminase	[['glu:t@m@,neIs]]	// Eloquence: .1glu.0Fx.0mX.2nes
thiaminase	[[,TaI'am@,neIs]]	// Eloquence: .2TY.1A.0mX.2nes
transdermally	[[,tranz'd3:m@li:]]	// Eloquence: .2trAnz.1dR.0mx.0li
transglucosylase	[[,tranz'glu:k@s@,leIs]]	// Eloquence: .2trAnz.1glu.0kx.0sX.2les
transglutaminase	[[,tranz'glu:t@m@,neIs]]	// Eloquence: .2trAnz.1glu.0Fx.0mX.2nes
transhepatic	[[,transh@'pat@k]]	// Eloquence: .2trAns.0hX.1pA.0FXk
bandobast	[['bVnd@,bVst]]	// Eloquence: .1bHn.0dx.2bHst
batuman	[['bA:t@,mA:n]]	// Eloquence: .1ba.0Fx.2man
belieber	[[b@'li:b3:]]	// Eloquence: .0bX.1li.0bR
biobank	[['baIoU,baNk]]	// Eloquence: .1bY.0o.2bAGk
biobanks	[['baIoU,baNks]]	// Eloquence: .1bY.0o.2bAGks
bromoacetone	[[,broUmoU'as@,toUn]]	// Eloquence: .2bro.0mo.1A.0sX.2ton
bromacetone	[[,broU'mas@,toUn]]	// Eloquence: .2bro.1mA.0sX.2ton
bromocresol	[[,broUmoU'kri:,sO:l]]	// Eloquence: .2bro.0mo.1kri.2scl
bromcresol	[[,broUm'kri:,sO:l]]	// Eloquence: .2brom.1kri.2scl
cidofovir	[[,saI'dA:f@,vi:r]]	// Eloquence: .2sY.1da.0fx.2vir
endarteria	[[,En,dA:r'ti:ri:@]]	// Eloquence: .2En.2dar.1tir.0i.0x
endoblast	[['End@,blast]]	// Eloquence: .1En.0dx.2blAst
ledipasvir	[[l@'dIp@z,vi:r]]	// Eloquence: .0lx.1dI.0pxz.2vir
neisseria	[[,naI'si:ri:@]]	// Eloquence: .2nY.1sir.0i.0x
neisseriaceae	[[,naIsi:ri:'eIsi:i:]]	// Eloquence: .2nY.0sir.0i.1e.0si.0i
neisserian	[[,naI'si:ri:@n]]	// Eloquence: .2nY.1sir.0i.0Xn
neisserial	[[,naI'si:ri:@l]]	// Eloquence: .2nY.1sir.0i.0xl
nelfinavir	[[,nEl'fIn@,vi:r]]	// Eloquence: .2nEl.1fI.0nx.2vir
pancoast	[['paN,koUst]]	// Eloquence: .1pAG.2kost
papataci	[[,pA:p@'tA:tSi:]]	// Eloquence: .2pa.0px.1ta.0Ci
papaver	[[p@'pav3:]]	// Eloquence: .0px.1pA.0vR
schrefer	[['SreIf3:]]	// Eloquence: .1Sre.0fR
sofosbuvir	[[soU'fA:zb@,vi:r]]	// Eloquence: .0so.1faz.0bx.2vir
sovaldi	[[soU'vA:ldi:]]	// Eloquence: .0so.1val.0di
uvalde	[[,ju:'valdi:]]	// Eloquence: .2yu.1vAl.0di
valacyclovir	[[,val@'saIkl@,vi:r]]	// Eloquence: .2vAl.0x.1sY.0klx.2vir
viracept	[['vaIr@,sEpt]]	// Eloquence: .1vYr.0x.2sEpt
biodata	[['baIoU,deIt@]]	// Eloquence: .1bY.0o.2de.0Fx
biodatas	[['baIoU,deIt@z]]	// Eloquence: .1bY.0o.2de.0Fxz
goetsch	[['gEtS]]	// Eloquence: .1gEC
hemoclastic	[[,hi:m@'klast@k]]	// Eloquence: .2hi.0mx.1klA.0stXk
hemocoagulation	[[,hi:moU,koU,agj@'leIS@n]]	// Eloquence: .2hi.0mo.2ko.2A.0gyX.1le.0SXn
haemocoagulation	[[,hi:moU,koU,agj@'leIS@n]]	// Eloquence: .2hi.0mo.2ko.2A.0gyX.1le.0SXn
hemochromogen	[[,hi:m@'kroUm@dZ@n]]	// Eloquence: .2hi.0mx.1kro.0mx.0JXn
hypomenorrhoea	[[,haIpoU,mEn@'ri:@]]	// Eloquence: .2hY.0po.2mE.0nx.1ri.0x
megyn	[['mEg@n]]	// Eloquence: .1mE.0gXn
micromastia	[[,maIkroU'masti:@]]	// Eloquence: .2mY.0kro.1mAs.0ti.0x
oligodendroglioma	[[,A:l@goU,dEndroUgli:'oUm@]]	// Eloquence: .2al.0X.0go.2dEn.0dro.0gli.1o.0mx
oligodendrogliomata	[[,A:l@goU,dEndroUgli:'oUm@t@]]	// Eloquence: .2al.0X.0go.2dEn.0dro.0gli.1o.0mx.0Fx
oligodeoxynucleotide	[[,A:l@goU,di:A:ksi:'nu:kli:@,taId]]	// Eloquence: .2al.0X.0go.2di.0ak.0si.1nu.0kli.0x.2tYd
oligodeoxyribonucleotide	[[,A:l@goU,di:A:ksi:,raIboU'nu:kli:@,taId]]	// Eloquence: .2al.0X.0go.2di.0ak.0si.2rY.0bo.1nu.0kli.0x.2tYd
oligodynamic	[[,A:l@goU,daI'nam@k]]	// Eloquence: .2al.0X.0go.2dY.1nA.0mXk
oligofructose	[[,A:l@goU'frVk,toUs]]	// Eloquence: .2a.0lX.0go.1frHk.2tos
oligogene	[['A:l@goU,dZi:n]]	// Eloquence: .1a.0lX.0go.2Jin
oligogenic	[[,A:l@goU'dZEn@k]]	// Eloquence: .2a.0lX.0go.1JE.0nXk
oligohydramnios	[[,A:l@goU,haI'dramni:A:s]]	// Eloquence: .2al.0X.0go.2hY.1drAm.0ni.0as
oligolecithal	[[,A:l@goU'lEs@T@l]]	// Eloquence: .2a.0lX.0go.1lE.0sX.0Txl
oligomenorrhea	[[,A:l@goU,mEn@'ri:@]]	// Eloquence: .2a.0lX.0go.2mE.0nx.1ri.0x
oligomenorrhoea	[[,A:l@goU,mEn@'ri:@]]	// Eloquence: .2a.0lX.0go.2mE.0nx.1ri.0x
oligomycin	[[,A:l@goU'maIs@n]]	// Eloquence: .2al.0X.0go.1mY.0sXn
oligopeptide	[[,A:l@goU'pEp,taId]]	// Eloquence: .2a.0lX.0go.1pEp.2tYd
oligophrenia	[[,A:l@goU'fri:ni:@]]	// Eloquence: .2a.0lX.0go.1fri.0ni.0x
oligophrenic	[[,A:l@goU'frEn@k]]	// Eloquence: .2a.0lX.0go.1frE.0nXk
oligoribonucleotide	[[,A:l@goU,raIboU'nu:kli:@,taId]]	// Eloquence: .2a.0lX.0go.2rY.0bo.1nu.0kli.0x.2tYd
polymastia	[[,pA:li:'masti:@]]	// Eloquence: .2pa.0li.1mAs.0ti.0x
polymastigote	[[,pA:li:'mast@,goUt]]	// Eloquence: .2pa.0li.1mA.0stX.2got
polymenorrhoea	[[,pA:li:,mEn@'ri:@]]	// Eloquence: .2pa.0li.2mE.0nx.1ri.0x
polynyas	[[,pA:lIn'jA:z]]	// Eloquence: .2pa.0lIn.1yaz
polynyi	[[,pA:lIn'ji:]]	// Eloquence: .2pa.0lIn.1yi
podsnappery	[['pA:d,snap3:i:]]	// Eloquence: .1pad.2snA.0pR.0i
revivor	[[r@'vaIv3:]]	// Eloquence: .0rX.1vY.0vR
acardia	[[,eI'kA:rti:@]]	// Eloquence: .2e.1kar.0Fi.0x
acardiac	[[,eI'kA:rti:,ak]]	// Eloquence: .2e.1kar.0Fi.2Ak
acardius	[[,eI'kA:rti:@s]]	// Eloquence: .2e.1kar.0Fi.0xs
anophelism	[[@'nA:f@,lIz@m]]	// Eloquence: .0x.1na.0fX.2lI.0zxm
anophthalmos	[[,an@f'Talm@s]]	// Eloquence: .2A.0nxf.1TAl.0mxs
anoplasty	[['eIn@,plasti:]]	// Eloquence: .1e.0nx.2plA.0sti
anoplocephala	[[,an@,ploU'sEf@l@]]	// Eloquence: .2A.0nx.2plo.1sE.0fxl.0x
anoplocephalidae	[[,an@,ploUs@'fal@ti:]]	// Eloquence: .2A.0nx.2plo.0sX.1fAl.0X.0Fi
anoplocephalid	[[,an@,ploU'sEf@l@d]]	// Eloquence: .2A.0nx.2plo.1sE.0fx.0lXd
arcand	[['A:r,kand]]	// Eloquence: .1ar.2kAnd
calcarine	[['kalk@,raIn]]	// Eloquence: .1kAl.0kx.2rYn
circumnavigatory	[[,s3:k@m'nav@g@,tO:ri:]]	// Eloquence: .2sR.0kxm.1nA.0vX.0gx.2tcr.0i
denigrative	[['dEn@,greIt@v]]	// Eloquence: .1dE.0nX.2gre.0FXv
denigratory	[['dEn@gr@,tO:ri:]]	// Eloquence: .1dE.0nX.0grx.2tcr.0i
denys	[['dEn@s]]	// Eloquence: .1dE.0nXs
ectoplast	[['Ekt@,plast]]	// Eloquence: .1Ek.0tx.2plAst
emigratory	[['Em@gr@,tO:ri:]]	// Eloquence: .1E.0mX.0grx.2tcr.0i
farid	[[f@'ri:d]]	// Eloquence: .0fx.1rid
genae	[['dZi:ni:]]	// Eloquence: .1Ji.0ni
generativity	[[,dZEn@r@'tIv@ti:]]	// Eloquence: .2JE.0nxr.0x.1tI.0vX.0Fi
geniculate	[[dZ@'nIkj@l@t]]	// Eloquence: .0JX.1nI.0kyX.0lXt
geniculated	[[dZ@'nIkj@,leIt@d]]	// Eloquence: .0JX.1nI.0kyX.2le.0FXd
geniculocalcarine	[[dZ@,nIkj@,loU'kalk@,raIn]]	// Eloquence: .0Jx.2nI.0kyx.2lo.1kAl.0kx.2rYn
genitocrural	[[,dZEn@toU'kru:r@l]]	// Eloquence: .2JE.0nX.0to.1kru.0rxl
genodermatosis	[[,dZi:noU,d3:m@'toUs@s]]	// Eloquence: .2Ji.0no.2dR.0mx.1to.0sXs
genodermatoses	[[,dZi:noU,d3:m@'toUsi:z]]	// Eloquence: .2Ji.0no.2dR.0mx.1to.0siz
immigratory	[['Im@gr@,tO:ri:]]	// Eloquence: .1I.0mX.0grx.2tcr.0i
jenin	[[dZ@'ni:n]]	// Eloquence: .0JX.1nin
liotta	[[li:'oUt@]]	// Eloquence: .0li.1o.0Fx
thibaut	[['ti:boU]]	// Eloquence: .1ti.0bo
waldstein	[['vO:lt,StaIn]]	// Eloquence: .1vclt.2StYn
wallenstein	[['vO:l@n,StaIn]]	// Eloquence: .1vcl.0Xn.2StYn
aesthesiometer	[[,Es,Ti:zi:'A:m@t3:]]	// Eloquence: .2Es.2Ti.0zi.1a.0mX.0FR
alfvén	[['O:l,veIn]]	// Eloquence: .1cl.2ven
alfvénic	[[,O:l'veIn@k]]	// Eloquence: .2cl.1ve.0nXk
avada	[['av@t@]]	// Eloquence: .1A.0vx.0Fx
commis	[[k@'mi:]]	// Eloquence: .0kx.1mi
ethamivan	[[@'Tam@,van]]	// Eloquence: .0X.1TA.0mX.2vAn
gonorrhoea	[[,gA:n@'ri:@]]	// Eloquence: .2ga.0nx.1ri.0x
gonorrhoeal	[[,gA:n@'ri:@l]]	// Eloquence: .2ga.0nx.1ri.0xl
gonorrhoeic	[[,gA:n@'ri:@k]]	// Eloquence: .2ga.0nx.1ri.0Xk
lombardia	[[,lA:mb@r'di:@]]	// Eloquence: .2lam.0bxr.1di.0x
losch	[['loUS]]	// Eloquence: .1loS
maurier	[['mO:ri:eI]]	// Eloquence: .1mcr.0i.0e
olof	[['oU,lA:f]]	// Eloquence: .1o.2laf
palma	[['pA:lm@]]	// Eloquence: .1pal.0mx
palme	[['pA:lm@]]	// Eloquence: .1pal.0mx
rhizoidal	[[,raI'zOIt@l]]	// Eloquence: .2rY.1zO.0Fxl
rhizomelic	[[,raIz@'mi:l@k]]	// Eloquence: .2rY.0zx.1mil.0Xk
rhizoplast	[['raIz@,plast]]	// Eloquence: .1rY.0zx.2plAst
rhizopoda	[[,raI'zA:p@t@]]	// Eloquence: .2rY.1za.0px.0Fx
rhodanese	[['roUt@,ni:z]]	// Eloquence: .1ro.0Fx.2niz
rhodanine	[['roUt@,ni:n]]	// Eloquence: .1ro.0Fx.2nin
stratcom	[['strat,kA:m]]	// Eloquence: .1strAt.2kam
wolof	[['wUl,A:f]]	// Eloquence: .1wUl.2af
koduck	[['koU,dVk]]	// Eloquence: .1ko.2dHk
psyduck	[['saI,dVk]]	// Eloquence: .1sY.2dHk
clough	[['klVf]]	// Eloquence: .1klHf
kagambi	[[k@'gA:mbi:]]	// Eloquence: .0kx.1gam.0bi
middlesbrough	[['mIt@lzbr@]]	// Eloquence: .1mI.0Fxlz.0brx
sadler	[['sadl3:]]	// Eloquence: .1sAd.0lR
apoliticism	[[,eIp@'lIt@,sIz@m]]	// Eloquence: .2e.0px.1lI.0tX.2sI.0zxm
bazin	[[b@'zan]]	// Eloquence: .0bx.1zAn
chermoula	[[,S3:'mu:l@]]	// Eloquence: .2SR.1mul.0x
kreizman	[['kraIzm@n]]	// Eloquence: .1krYz.0mXn
marymount	[['meIri:,maUnt]]	// Eloquence: .1mer.0i.2mWnt
monoideism	[[,mA:noU,aI'di:@z@m]]	// Eloquence: .2ma.0no.2Y.1di.0X.0zxm
monoideistic	[[,mA:noU,aIdi:'Ist@k]]	// Eloquence: .2ma.0no.2Y.0di.1I.0stXk
polyideism	[[,pA:li:,aI'di:@z@m]]	// Eloquence: .2pa.0li.2Y.1di.0X.0zxm
screenbits	[['skri:n,bIts]]	// Eloquence: .1skrin.2bIts
zarathushtra	[[,zar@'Tu:Str@]]	// Eloquence: .2zAr.0x.1TuS.0trx
adenoiditis	[[,ad@nOI'daIt@s]]	// Eloquence: .2Ad.0x.0nO.1dY.0FXs
biotest	[['baI@,tEst]]	// Eloquence: .1bY.0x.2tEst
bogof	[['bO:,gO:f]]	// Eloquence: .1bc.2gcf
caseinate	[[,keI'si:,neIt]]	// Eloquence: .2ke.1si.2net
caseinogen	[[,keI'si:n@dZ@n]]	// Eloquence: .2ke.1si.0nx.0JXn
lohas	[['loU,has]]	// Eloquence: .1lo.2hAs
suigenderism	[[,su:,aI'dZEnd@,rIz@m]]	// Eloquence: .2su.2Y.1JEn.0dx.2rI.0zxm
thromboplastinogen	[[,TrA:mb@,pla'stIn@dZ@n]]	// Eloquence: .2Tram.0bx.2plA.1stI.0nx.0JXn
thrombose	[['TrA:m,boUs]]	// Eloquence: .1Tram.2bos
