// Converted from IBM/Eloquence SPR-style dictionary. Review before installing.
// Format: word<TAB>[[eSpeak phonemes]]
radiologic	[[,reIti:@'lA:dZ@k]]	// Eloquence: .2re.0Fi.0x.1la.0JXk
counterpane	[['kaUnt3:,peIn]]	// Eloquence: .1kWn.0tR.2pen
symptomatology	[[,sImpt@m@'tA:l@dZi:]]	// Eloquence: .2sImp.0tx.0mx.1tal.0x.0Ji
islamophobe	[[@z'lA:m@,foUb]]	// Eloquence: .0Xz.1la.0mx.2fob
clerestory	[['kli:r,stoUri:]]	// Eloquence: .1klir.2sto.0ri
chessylite	[['SEs@,laIt]]	// Eloquence: .1SE.0sX.2lYt
sabot	[[sa'boU]]	// Eloquence: .0sA.1bo
otic	[['oUt@k]]	// Eloquence: .1o.0FXk
restharrow	[['rEst,heIroU]]	// Eloquence: .1rEst.2her.0o
prognosticative	[[,prA:g'nA:stIk@t@v]]	// Eloquence: .2prag.1na.0stI.0kx.0FXv
urmia	[['u:rmi:@]]	// Eloquence: .1ur.0mi.0x
zinfandel	[['zInf@n,dEl]]	// Eloquence: .1zIn.0fxn.2dEl
shunpike	[['SVn,paIk]]	// Eloquence: .1SHn.2pYk
myocarditis	[[,maI@,kA:r'daIt@s]]	// Eloquence: .2mY.0x.2kar.1dY.0FXs
tensiometric	[[,tEnsi:@'mEtr@k]]	// Eloquence: .2tEn.0si.0x.1mE.0trXk
themistocles	[[T@'mIst@kli:z]]	// Eloquence: .0TX.1mI.0stx.0kliz
enchase	[[@n'tSeIs]]	// Eloquence: .0Xn.1Ces
teleosts	[['tEli:,A:sts]]	// Eloquence: .1tEl.0i.2asts
siphonic	[[,saI'fA:n@k]]	// Eloquence: .2sY.1fa.0nXk
superfamilies	[['su:p3:,famli:z]]	// Eloquence: .1su.0pR.2fAm.0liz
pseudopodal	[[,su:'dA:p@t@l]]	// Eloquence: .2su.1da.0px.0Fxl
graffitist	[[gr@'fi:t@st]]	// Eloquence: .0grx.1fi.0FXst
luncheonette	[[,lVntS@'nEt]]	// Eloquence: .2lHn.0Cx.1nEt
sternpost	[['st3:n,poUst]]	// Eloquence: .1stRn.2post
ichthyologic	[[@k,Ti:@'lA:dZ@k]]	// Eloquence: .0Xk.2Ti.0x.1la.0JXk
acuminatum	[[@,kju:m@'neIt@m]]	// Eloquence: .0x.2kyu.0mX.1ne.0Fxm
depreciative	[[d@'pri:Si:@t@v]]	// Eloquence: .0dX.1pri.0Si.0x.0FXv
obdurate	[['A:bd@r@t]]	// Eloquence: .1ab.0dx.0rXt
shiraz	[[,SI'rA:z]]	// Eloquence: .2SI.1raz
olivier	[[@'li:vi:eI]]	// Eloquence: .0x.1li.0vi.0e
userprofile	[['ju:z3:,proU,faIl]]	// Eloquence: .1yu.0zR.2pro.2fYl
melodramatize	[[,mEl@'dram@,taIz]]	// Eloquence: .2mE.0lx.1drA.0mx.2tYz
ferromanganese	[[,feIroU'maNg@,ni:z]]	// Eloquence: .2fer.0o.1mAG.0gx.2niz
enervative	[['En3:v@t@v]]	// Eloquence: .1E.0nR.0vx.0FXv
vibracula	[[,vaI'brakj@l@]]	// Eloquence: .2vY.1brA.0kyX.0lx
bibliophilia	[[,bIbli:@'fIli:@]]	// Eloquence: .2bI.0bli.0x.1fI.0li.0x
bibliophilic	[[,bIbli:@'fIl@k]]	// Eloquence: .2bI.0bli.0x.1fIl.0Xk
decarbonization	[[,di:,kA:rb@n@'zeIS@n]]	// Eloquence: .2di.2kar.0bx.0nX.1ze.0Sxn
marquesas	[[,mA:r'keIz@z]]	// Eloquence: .2mar.1ke.0zXz
tagliatelle	[[,talj@'tEli:]]	// Eloquence: .2tA.0lyx.1tE.0li
druidism	[['dru:@,dIz@m]]	// Eloquence: .1dru.0X.2dI.0zxm
pogrom	[['poUgr@m]]	// Eloquence: .1po.0grxm
vocable	[['voUk@b@l]]	// Eloquence: .1vo.0kx.0bxl
snallygaster	[['snali:,gast3:]]	// Eloquence: .1snAl.0i.2gA.0stR
multicast	[['mVlti:,kast]]	// Eloquence: .1mHl.0ti.2kAst
multicasts	[['mVlti:,kasts]]	// Eloquence: .1mHl.0ti.2kAsts
multicasting	[['mVlti:,kastIN]]	// Eloquence: .1mHl.0ti.2kA.0stIG
multicaster	[['mVlti:,kast3:]]	// Eloquence: .1mHl.0ti.2kA.0stR
multicasted	[['mVlti:,kast@d]]	// Eloquence: .1mHl.0ti.2kA.0stXd
tipis	[['tIpi:z]]	// Eloquence: .1tI.0piz
widgeon	[['wIdZ@n]]	// Eloquence: .1wI.0JXn
isoleucine	[[,aIs@'lu:,si:n]]	// Eloquence: .2Y.0sx.1lu.2sin
simoniacally	[[,saIm@'naI@kli:]]	// Eloquence: .2sY.0mx.1nY.0x.0kli
sclerotize	[['sklEr@,taIz]]	// Eloquence: .1sklE.0rx.2tYz
inholding	[['In,hoUldIN]]	// Eloquence: .1In.2hol.0dIG
photosetters	[['foUtoU,sEt3:z]]	// Eloquence: .1fo.0Fo.2sE.0FRz
geländesprung	[[g@'lEnd@,sprUN]]	// Eloquence: .0gX.1lEn.0dX.2sprUG
coulometric	[[,ku:l@'mEtr@k]]	// Eloquence: .2kul.0x.1mE.0trXk
brasier	[['breIZ3:]]	// Eloquence: .1bre.0ZR
transposon	[[,transh'poUzA:n]]	// Eloquence: .2trAnsh.1po.0zan
sanctiloquent	[[,saNk'tIl@kw@nt]]	// Eloquence: .2sAGk.1tIl.0x.0kwXnt
remising	[[r@'maIzIN]]	// Eloquence: .0rX.1mYz.0IG
colombes	[[k@'lA:mb]]	// Eloquence: .0kx.1lamb
testosterone	[[,tE'stA:st@,roUn]]	// Eloquence: .2tE.1sta.0stx.2ron
pontonier	[[,pA:nt@'ni:r]]	// Eloquence: .2pan.0tx.1nir
colombard	[['kA:l@m,bA:rd]]	// Eloquence: .1ka.0lxm.2bard
reprobation	[[,rEpr@'beIS@n]]	// Eloquence: .2rE.0prx.1be.0SXn
enantiomorphism	[[@n,anti:@'mO:r,fIz@m]]	// Eloquence: .0Xn.2An.0ti.0x.1mcr.2fI.0zxm
radiotelephony	[[,reIti:oUht@'lEf@ni:]]	// Eloquence: .2re.0Fi.0oh.0tX.1lE.0fx.0ni
picornavirus	[[,pi:'kO:rn@,vaIr@s]]	// Eloquence: .2pi.1kcr.0nx.2vY.0rxs
reprobating	[['rEpr@,beItIN]]	// Eloquence: .1rE.0prx.2be.0FIG
icenic	[[,aI'si:n@k]]	// Eloquence: .2Y.1si.0nXk
blastopore	[['blast@,pO:r]]	// Eloquence: .1blA.0stx.2pcr
début	[[,deI'bju:]]	// Eloquence: .2de.1byu
bimillenary	[[,baI'mIl@,neIri:]]	// Eloquence: .2bY.1mIl.0X.2ner.0i
rolamite	[['roUl@,maIt]]	// Eloquence: .1rol.0x.2mYt
pendentive	[[,pEn'dEnt@v]]	// Eloquence: .2pEn.1dEn.0tXv
apophasis	[[@'pA:f@s@s]]	// Eloquence: .0x.1pa.0fx.0sXs
phycologist	[[,faI'kA:l@dZ@st]]	// Eloquence: .2fY.1kal.0x.0JXst
resistivity	[[r@,zI'stIv@ti:]]	// Eloquence: .0rX.2zI.1stI.0vX.0Fi
siphonal	[['saIf@n@l]]	// Eloquence: .1sY.0fx.0nxl
aviculture	[['eIv@,kVltS3:]]	// Eloquence: .1e.0vX.2kHl.0CR
combinatorial	[[,kA:mb@n@'tO:ri:@l]]	// Eloquence: .2kam.0bX.0nx.1tcr.0i.0xl
zymologist	[[zaI'mA:l@dZ@st]]	// Eloquence: .0zY.1mal.0x.0JXst
olivine	[['A:l@,vi:n]]	// Eloquence: .1al.0X.2vin
bejeezus	[[b@'dZi:z@s]]	// Eloquence: .0bX.1Ji.0zxs
glaswegian	[[,glas'wi:dZ@n]]	// Eloquence: .2glAs.1wi.0JXn
oudh	[['aUd]]	// Eloquence: .1Wd
prelecting	[[pr@'lEktIN]]	// Eloquence: .0prX.1lEk.0tIG
centeredness	[['sEnt3:dn@s]]	// Eloquence: .1sEn.0tRd.0nXs
seriocomic	[[,si:ri:oU'kA:m@k]]	// Eloquence: .2sir.0i.0o.1ka.0mXk
cuirass	[[kw@'ras]]	// Eloquence: .0kwX.1rAs
novillero	[[,noUvi:'eIroU]]	// Eloquence: .2no.0vi.1er.0o
quahaug	[['koU,hO:g]]	// Eloquence: .1ko.2hcg
maharajah	[[,mA:h@'rA:dZ@]]	// Eloquence: .2ma.0hx.1ra.0Jx
millefeuille	[[,mIl'fOI]]	// Eloquence: .2mIl.1fO
prelection	[[pr@'lEkS@n]]	// Eloquence: .0prX.1lEk.0SXn
choco	[['tSA:koU]]	// Eloquence: .1Ca.0ko
folivore	[['foUl@,vO:r]]	// Eloquence: .1fol.0X.2vcr
combinatorics	[[,kA:mb@n@'tO:r@ks]]	// Eloquence: .2kam.0bX.0nx.1tcr.0Xks
leyden	[['laIt@n]]	// Eloquence: .1lY.0FXn
nontroversy	[['nA:ntr@,v3:si:]]	// Eloquence: .1nan.0trx.2vR.0si
visayan	[[v@'saI@n]]	// Eloquence: .0vX.1sY.0Xn
contrariwise	[['kA:n,treIri:,waIz]]	// Eloquence: .1kan.2trer.0i.2wYz
eurhythmics	[[j@'rIDm@ks]]	// Eloquence: .0yx.1rID.0mXks
sociolect	[['soUsi:@,lEkt]]	// Eloquence: .1so.0si.0x.2lEkt
ginormous	[[,dZaI'nO:rm@s]]	// Eloquence: .2JY.1ncr.0mxs
tenurial	[[,tE'nju:ri:@l]]	// Eloquence: .2tE.1nyur.0i.0xl
mezzaluna	[[,mEts@'lu:n@]]	// Eloquence: .2mE.0tsx.1lu.0nx
khimar	[[k@'mA:r]]	// Eloquence: .0kX.1mar
relents	[[r@'lEnts]]	// Eloquence: .0rX.1lEnts
heterogeneous	[[hEt@r@'dZi:ni:@s]]	// Eloquence: .0hE.0Fxr.0x.1Ji.0ni.0xs
antechamber	[['anti:,tSeImb3:]]	// Eloquence: .1An.0ti.2Cem.0bR
prodrug	[['proU,drVg]]	// Eloquence: .1pro.2drHg
amphiarthroses	[[,am,fi:A:r'TroUsi:z]]	// Eloquence: .2Am.2fi.0ar.1Tro.0siz
osmose	[['A:zmoUs]]	// Eloquence: .1az.0mos
adnexa	[[@d'nEks@]]	// Eloquence: .0xd.1nEk.0sx
arenavirus	[[@'ri:n@,vaIr@s]]	// Eloquence: .0x.1ri.0nx.2vY.0rxs
siderosis	[[,sIt@'roUs@s]]	// Eloquence: .2sI.0Fx.1ro.0sXs
nauseous	[['nO:zi:@s]]	// Eloquence: .1nc.0zi.0xs
chirography	[[,kaI'rA:gr@fi:]]	// Eloquence: .2kY.1ra.0grx.0fi
spiderwort	[['spaIt3:w3:t]]	// Eloquence: .1spY.0FR.0wRt
popliteal	[[pA:'plIti:@l]]	// Eloquence: .0pa.1plI.0Fi.0xl
mangonel	[['maNg@,nEl]]	// Eloquence: .1mAG.0gx.2nEl
aniseikonia	[[a,naIsaI'koUni:@]]	// Eloquence: .0A.2nY.0sY.1ko.0ni.0x
ashgabat	[['A:Sg@,bA:t]]	// Eloquence: .1aS.0gx.2bat
gnathostome	[['naT@,stoUm]]	// Eloquence: .1nA.0Tx.2stom
aniseikonic	[[a,naIsaI'kA:n@k]]	// Eloquence: .0A.2nY.0sY.1ka.0nXk
defat	[[,di:'fat]]	// Eloquence: .2di.1fAt
chromobacterium	[[,kroUmoU,bak'ti:ri:@m]]	// Eloquence: .2kro.0mo.2bAk.1tir.0i.0xm
supramolecular	[[su:,pr@m@'lEkj@l3:]]	// Eloquence: .0su.2prx.0mx.1lE.0kyX.0lR
megalocephalic	[[,mEg@l@s@'fal@k]]	// Eloquence: .2mE.0gx.0lx.0sX.1fAl.0Xk
sacra	[['seIkr@]]	// Eloquence: .1se.0krx
hamadryas	[[,ham@d'raI@s]]	// Eloquence: .2hA.0mXd.1rY.0xs
sadat	[[s@'dA:t]]	// Eloquence: .0sx.1dat
ptomaine	[['toU,meIn]]	// Eloquence: .1to.2men
gautier	[[,goUti:'eI]]	// Eloquence: .2go.0Fi.1e
enfleurage	[[,A:nfl@'rA:Z]]	// Eloquence: .2an.0flx.1raZ
erastianism	[[@'rasti:@,nIz@m]]	// Eloquence: .0X.1rAs.0ti.0X.2nI.0zxm
skulduggerries	[[,skVl'dVg@ri:z]]	// Eloquence: .2skHl.1dH.0gx.0riz
femtometer	[['fEmt@,mi:t3:]]	// Eloquence: .1fEm.0tx.2mi.0FR
midline	[['mId,laIn]]	// Eloquence: .1mId.2lYn
hypsometric	[[,hIps@'mEtr@k]]	// Eloquence: .2hIp.0sx.1mE.0trXk
iphone	[['aI,foUn]]	// Eloquence: .1Y.2fon
flickr	[['flIk3:]]	// Eloquence: .1flI.0kR
trichinosis	[[,trIk@'noUs@s]]	// Eloquence: .2trI.0kX.1no.0sXs
primum	[['praIm@m]]	// Eloquence: .1prY.0mxm
preclusively	[[pr@'klu:s@vli:]]	// Eloquence: .0prX.1klu.0sXv.0li
vodun	[[,voU'du:n]]	// Eloquence: .2vo.1dun
myelogenous	[[,maI@'lA:dZ@n@s]]	// Eloquence: .2mY.0X.1la.0JX.0nxs
sententia	[[,sEn'tEnS@]]	// Eloquence: .2sEn.1tEn.0Sx
décor	[[,deI'kO:r]]	// Eloquence: .2de.1kcr
amphiarthrosis	[[,amfi:,A:r'TroUs@s]]	// Eloquence: .2Am.0fi.2ar.1Tro.0sXs
resectable	[[r@'sEkt@b@l]]	// Eloquence: .0rX.1sEk.0tx.0bxl
supergraphics	[['su:p3:,graf@ks]]	// Eloquence: .1su.0pR.2grA.0fXks
marquesan	[[mA:r'keIz@n]]	// Eloquence: .0mar.1ke.0zXn
aliyah	[[,A:li:'A:]]	// Eloquence: .2a.0li.1a
lickspittle	[['lIk,spIt@l]]	// Eloquence: .1lIk.2spI.0Fxl
organzine	[['O:rg@n,zi:n]]	// Eloquence: .1cr.0gXn.2zin
cauliflower	[['kO:l@,flaU3:]]	// Eloquence: .1kcl.0X.2flW.0R
chole	[['koUl]]	// Eloquence: .1kol
pentapeptide	[[,pEnt@'pEp,taId]]	// Eloquence: .2pEn.0tx.1pEp.2tYd
choli	[['koUli:]]	// Eloquence: .1ko.0li
cholo	[['koUloU]]	// Eloquence: .1ko.0lo
magistracy	[['madZ@str@si:]]	// Eloquence: .1mA.0JX.0strx.0si
magnetogasdynamic	[[,mag,ni:toU,gas,daI'nam@k]]	// Eloquence: .2mAg.2ni.0Fo.2gAs.2dY.1nA.0mXk
eccrine	[['Ek,ri:n]]	// Eloquence: .1Ek.2rin
hypotrophic	[[,haIp@'trA:f@k]]	// Eloquence: .2hY.0px.1tra.0fXk
cnut	[[k@'nu:t]]	// Eloquence: .0kx.1nut
margined	[['mA:rdZ@nd]]	// Eloquence: .1mar.0JXnd
coccidiosis	[[,kA:k,sIti:'oUs@s]]	// Eloquence: .2kak.2sI.0Fi.1o.0sXs
trigraphic	[[,traI'graf@k]]	// Eloquence: .2trY.1grA.0fXk
echoencephalograph	[[,EkoU@n'sEf@l@,graf]]	// Eloquence: .2E.0ko.0Xn.1sE.0fx.0lx.2grAf
fantast	[['fan,tast]]	// Eloquence: .1fAn.2tAst
darjeeling	[[,dA:r'dZi:lIN]]	// Eloquence: .2dar.1Jil.0IG
polyunsaturated	[[,pA:li:,Vn'satS@,reIt@d]]	// Eloquence: .2pa.0li.2Hn.1sA.0Cx.2re.0FXd
demonologic	[[,di:m@n@'lA:dZ@k]]	// Eloquence: .2di.0mx.0nx.1la.0JXk
futurological	[[,fju:tS3:@'lA:dZ@k@l]]	// Eloquence: .2fyu.0CR.0x.1la.0JX.0kxl
shisha	[['Si:S@]]	// Eloquence: .1Si.0Sx
spirituel	[[,spIr@tSu:'El]]	// Eloquence: .2spI.0rX.0Cu.1El
featheredge	[['fED3:,EdZ]]	// Eloquence: .1fE.0DR.2EJ
sadhu	[['sA:tu:]]	// Eloquence: .1sa.0Fu
iwi	[['i:,wi:]]	// Eloquence: .1i.2wi
caoutchouc	[['kaU,tSUk]]	// Eloquence: .1kW.2CUk
extravasating	[[@k'strav@,seItIN]]	// Eloquence: .0Xk.1strA.0vx.2se.0FIG
erotomania	[[@,rA:t@'meIni:@]]	// Eloquence: .0X.2ra.0Fx.1me.0ni.0x
ileac	[['Ili:,ak]]	// Eloquence: .1I.0li.2Ak
morphallaxes	[[,mO:rf@'laksi:z]]	// Eloquence: .2mcr.0fx.1lAk.0siz
hebraistic	[[,hi:breI'Ist@k]]	// Eloquence: .2hi.0bre.1I.0stXk
roentgenogram	[['rEntg@n@,gram]]	// Eloquence: .1rEnt.0gX.0nx.2grAm
chronobiologist	[[,krA:noUbaI'A:l@dZ@st]]	// Eloquence: .2kra.0no.0bY.1al.0x.0JXst
bislama	[[b@s'lA:m@]]	// Eloquence: .0bXs.1la.0mx
ileal	[['Ili:@l]]	// Eloquence: .1I.0li.0xl
islamicist	[[@z'lA:m@s@st]]	// Eloquence: .0Xz.1la.0mX.0sXst
granivore	[['gran@,vO:r]]	// Eloquence: .1grA.0nX.2vcr
cerebroside	[['seIr@br@,saId]]	// Eloquence: .1se.0rx.0brx.2sYd
boscage	[['bA:sk@dZ]]	// Eloquence: .1ba.0skXJ
extravasation	[[@k,strav@'seIS@n]]	// Eloquence: .0Xk.2strA.0vx.1se.0SXn
hydralazine	[[,haI'dral@,zi:n]]	// Eloquence: .2hY.1drAl.0x.2zin
coir	[['kOI3:]]	// Eloquence: .1kOR
causal	[['kO:z@l]]	// Eloquence: .1kc.0zxl
epitope	[['Ep@,toUp]]	// Eloquence: .1E.0pX.2top
bouguer	[[,bu:'ZeIr]]	// Eloquence: .2bu.1Zer
benzofuran	[[,bEnzoU'fju:,ran]]	// Eloquence: .2bEn.0zo.1fyu.2rAn
septette	[[,sEp'tEt]]	// Eloquence: .2sEp.1tEt
entomophily	[[,Ent@'mA:f@li:]]	// Eloquence: .2En.0tx.1ma.0fx.0li
hispanophobe	[[h@'span@,foUb]]	// Eloquence: .0hX.1spA.0nx.2fob
fluoroscope	[['flO:r@,skoUp]]	// Eloquence: .1flcr.0x.2skop
inauthentic	[[,In,O:'TEnt@k]]	// Eloquence: .2In.2c.1TEn.0tXk
perionychium	[[,peIri:oU'nIki:@m]]	// Eloquence: .2pe.0ri.0o.1nI.0ki.0xm
zymoses	[[zaI'moU,si:z]]	// Eloquence: .0zY.1mo.2siz
petiolate	[['pEti:@,leIt]]	// Eloquence: .1pE.0Fi.0x.2let
subrings	[['sVb,rINz]]	// Eloquence: .1sHb.2rIGz
prestissimo	[[,prE'stIs@moU]]	// Eloquence: .2prE.1stI.0sX.0mo
aragon	[['eIr@,gA:n]]	// Eloquence: .1er.0x.2gan
midlist	[['mId,lIst]]	// Eloquence: .1mId.2lIst
manichaeism	[['man@,ki:,Iz@m]]	// Eloquence: .1mA.0nX.2ki.2I.0zxm
coppercloud	[['kA:p3:,klaUd]]	// Eloquence: .1kapR.2klWd
chondrite	[['kA:n,draIt]]	// Eloquence: .1kan.2drYt
syrah	[[,si:'rA:]]	// Eloquence: .2si.1ra
siderite	[['sIt@,raIt]]	// Eloquence: .1sI.0Fx.2rYt
autarch	[['O:,tA:rk]]	// Eloquence: .1c.2tark
chromobacteria	[[,kroUmoU,bak'ti:ri:@]]	// Eloquence: .2kro.0mo.2bAk.1tir.0i.0x
rhodomontade	[[,rA:t@mVn'teId]]	// Eloquence: .2ra.0Fx.0mHn.1ted
mastiff	[['mast@f]]	// Eloquence: .1mA.0stXf
phosgene	[['fA:z,dZi:n]]	// Eloquence: .1faz.2Jin
oracularity	[[,oUrakj@'leIr@ti:]]	// Eloquence: .2o.0rA.0kyX.1ler.0X.0Fi
defoe	[[d@'foU]]	// Eloquence: .0dx.1fo
chott	[['SA:t]]	// Eloquence: .1Sat
anomie	[['an@mi:]]	// Eloquence: .1A.0nx.0mi
defog	[[,di:'fA:g]]	// Eloquence: .2di.1fag
trichinae	[[tr@'kaIni:]]	// Eloquence: .0trX.1kY.0ni
heterotrophs	[['hEt@r@,trA:fs]]	// Eloquence: .1hE.0Fx.0rx.2trafs
minicities	[['mIni:,sIti:z]]	// Eloquence: .1mI.0ni.2sI.0Fiz
justinian	[[,dZV'stIni:@n]]	// Eloquence: .2JH.1stI.0ni.0Xn
inversive	[[@n'v3:s@v]]	// Eloquence: .0Xn.1vR.0sXv
heterotrophy	[[,hEt@'rA:tr@fi:]]	// Eloquence: .2hE.0Fx.1ra.0trx.0fi
cinnabarine	[['sIn@b@,raIn]]	// Eloquence: .1sI.0nx.0bx.2rYn
penicillamine	[[,pEn@'sIl@,mi:n]]	// Eloquence: .2pE.0nX.1sIl.0x.2min
coni	[['koU,naI]]	// Eloquence: .1ko.2nY
causer	[['kO:z3:]]	// Eloquence: .1kc.0zR
automaticity	[[,O:t@m@'tIs@ti:]]	// Eloquence: .2c.0Fx.0mx.1tI.0sX.0Fi
jaeger	[['jeIg3:]]	// Eloquence: .1ye.0gR
uniaxial	[[,ju:ni:'aksi:@l]]	// Eloquence: .2yu.0ni.1Ak.0si.0xl
sauropterygian	[[,sO:,rA:pt@'rIdZi:@n]]	// Eloquence: .2sc.2rap.0tx.1rI.0Ji.0xn
hamadryad	[[,ham@'draI@d]]	// Eloquence: .2hA.0mx.1drY.0Xd
degas	[[,di:'gas]]	// Eloquence: .2di.1gAs
onomatopoetic	[[,A:n@,mA:t@poU'Et@k]]	// Eloquence: .2a.0nx.2ma.0Fx.0po.1EFXk
walachia	[[w@'leIki:@]]	// Eloquence: .0wx.1le.0ki.0x
mycenean	[[,maIs@'ni:@n]]	// Eloquence: .2mY.0sx.1ni.0Xn
blini	[['bli:ni:]]	// Eloquence: .1bli.0ni
setose	[['si:,toUs]]	// Eloquence: .1si.2tos
regensburg	[['reIg@nz,b3:g]]	// Eloquence: .1re.0gXnz.2bRg
mesarch	[['mE,zA:rk]]	// Eloquence: .1mE.2zark
delict	[[d@'lIkt]]	// Eloquence: .0dX.1lIkt
lebesgue	[[l@'bEg]]	// Eloquence: .0lx.1bEg
autarky	[['O:,tA:rki:]]	// Eloquence: .1c.2tar.0ki
tyramine	[['taIr@,mi:n]]	// Eloquence: .1tYr.0x.2min
betacoronavirus	[[,beIt@k@r'oUn@,vaIr@s]]	// Eloquence: .2be.0FX.0kxr.1o.0nx.2vY.0rxs
floristics	[[,flO:'rIst@ks]]	// Eloquence: .2flc.1rI.0stXks
obcordate	[[A:b'kO:r,deIt]]	// Eloquence: .0ab.1kcr.2det
phonotypy	[['foUn@,taIpi:]]	// Eloquence: .1fo.0nx.2tY.0pi
aliyot	[[,A:li:'A:t]]	// Eloquence: .2a.0li.1at
acrosome	[['akr@,soUm]]	// Eloquence: .1A.0krx.2som
calyces	[['keIl@si:z]]	// Eloquence: .1ke.0lX.0siz
warlordism	[['wO:r,lO:r,dIz@m]]	// Eloquence: .1wcr.2lcr.2dI.0zxm
phonotype	[['foUn@,taIp]]	// Eloquence: .1fo.0nx.2tYp
hypocaust	[['haIp@,kO:st]]	// Eloquence: .1hY.0px.2kcst
abbasis	[[@'bA:si:z]]	// Eloquence: .0x.1ba.0siz
squamulose	[['skweImj@loUs]]	// Eloquence: .1skwe.0myX.0los
piceous	[['paIsi:@s]]	// Eloquence: .1pY.0si.0Xs
septifragal	[[,sEp'tIfr@g@l]]	// Eloquence: .2sEp.1tI.0frx.0gxl
gramicidin	[[,gram@'saIt@n]]	// Eloquence: .2grA.0mX.1sY.0FXn
barmecidal	[[,bA:rm@'saIt@l]]	// Eloquence: .2bar.0mX.1sY.0Fxl
plage	[['plA:Z]]	// Eloquence: .1plaZ
caiman	[['keIm@n]]	// Eloquence: .1ke.0mXn
heterocycles	[['hEt@roU,saIk@lz]]	// Eloquence: .1hE.0Fx.0ro.2sY.0kxlz
underparts	[['Vnd3:,pA:rts]]	// Eloquence: .1Hn.0dR.2parts
labialis	[[leI,bi:'eIl@s]]	// Eloquence: .0le.2bi.1e.0lXs
svalbard	[['svA:l,bA:r]]	// Eloquence: .1sval.2bar
masting	[['mastIN]]	// Eloquence: .1mA.0stIG
buildtools	[['bIld,tu:lz]]	// Eloquence: .1bIld.2tulz
seismometer	[[,saIz'mA:m@t3:]]	// Eloquence: .2sYz.1ma.0mX.0FR
telewriters	[['tEl@,raIt3:z]]	// Eloquence: .1tEl.0X.2rY.0FRz
mashup	[['maSVp]]	// Eloquence: .1mAS.0Hp
infanticidal	[[,In,fant@'saIt@l]]	// Eloquence: .2In.2fAn.0tX.1sY.0Fxl
babesiasis	[[,bab@'saI@s@s]]	// Eloquence: .2bA.0bX.1sY.0x.0sXs
dithionite	[[,daI'TaI@,naIt]]	// Eloquence: .2dY.1TY.0x.2nYt
ganymede	[['gan@,mi:d]]	// Eloquence: .1gA.0nX.2mid
ballade	[[b@'lA:d]]	// Eloquence: .0bx.1lad
diaphysial	[[,daI@'fIzi:@l]]	// Eloquence: .2dY.0x.1fI.0zi.0xl
cecally	[['si:k@li:]]	// Eloquence: .1si.0kx.0li
zooflagellate	[[,zoU@'fladZ@l@t]]	// Eloquence: .2zo.0x.1flA.0JX.0lXt
prostomium	[[,proU'stoUmi:@m]]	// Eloquence: .2pro.1sto.0mi.0xm
archiepiscopate	[[,A:rki:@'pIsk@p@t]]	// Eloquence: .2ar.0ki.0X.1pI.0skx.0pXt
voguester	[['voUgst3:]]	// Eloquence: .1vog.0stR
debonaire	[[,dEb@'neIr]]	// Eloquence: .2dE.0bx.1ner
peruke	[[p@'ru:k]]	// Eloquence: .0px.1ruk
mandamus	[[,man'deIm@s]]	// Eloquence: .2mAn.1de.0mxs
iambus	[[,aI'amb@s]]	// Eloquence: .2Y.1Am.0bxs
parvenus	[['pA:rv@,nu:z]]	// Eloquence: .1par.0vx.2nuz
cladist	[['klat@st]]	// Eloquence: .1klA.0FXst
introversive	[[,Intr@'v3:s@v]]	// Eloquence: .2In.0trx.1vR.0sXv
enantiomorphous	[[@n,anti:@'mO:rf@s]]	// Eloquence: .0Xn.2An.0ti.0x.1mcr.0fxs
hobbledehoy	[['hA:b@ldi:,hOI]]	// Eloquence: .1ha.0bxl.0di.2hO
savoir	[['sav,wA:r]]	// Eloquence: .1sAv.2war
motivity	[[,moU'tIv@ti:]]	// Eloquence: .2mo.1tI.0vX.0Fi
astrogation	[[,astr@'geIS@n]]	// Eloquence: .2A.0strx.1ge.0SXn
tirol	[[t@'roUl]]	// Eloquence: .0tX.1rol
hanukah	[['hA:n@k@]]	// Eloquence: .1ha.0nx.0kx
astrogating	[['astr@,geItIN]]	// Eloquence: .1A.0strx.2ge.0FIG
priapic	[[,praI'eIp@k]]	// Eloquence: .2prY.1e.0pXk
quadriga	[[,kwA:'dri:g@]]	// Eloquence: .2kwa.1dri.0gx
cryptosporidiosis	[[,krIptoU,spO:ri:ti:'oUs@s]]	// Eloquence: .2krIp.0to.2spcr.0i.0Fi.1o.0sXs
autoecious	[[,O:'ti:S@s]]	// Eloquence: .2c.1ti.0Sxs
omphalomesenteric	[[,A:mf@,loU,mEz@n'teIr@k]]	// Eloquence: .2am.0fx.2lo.2mE.0zXn.1ter.0Xk
pentahedral	[[,pEnt@'hi:dr@l]]	// Eloquence: .2pEn.0tx.1hi.0drxl
spirographic	[[,spaIr@'graf@k]]	// Eloquence: .2spYr.0x.1grA.0fXk
solarimeter	[[,soUl@r'Im@t3:]]	// Eloquence: .2so.0lxr.1I.0mX.0FR
tonkin	[[,tA:N'kIn]]	// Eloquence: .2taG.1kIn
phycology	[[,faI'kA:l@dZi:]]	// Eloquence: .2fY.1kal.0x.0Ji
synaloepha	[[,sIn@'li:f@]]	// Eloquence: .2sI.0nx.1li.0fx
garrote	[[g@'rA:t]]	// Eloquence: .0gx.1rat
ovum	[['oUv@m]]	// Eloquence: .1o.0vxm
